29448	0.00004	0.00004	species	Bradyrhizobium elkanii
1325095	0.00004	0.00004	species	Bradyrhizobium guangzhouense
913	0.00004	0.00004	species	Nitrobacter winogradskyi
334852	0.00004	0.00004	species	Methylobacterium oryzae
418223	0.00004	0.00004	species	Methylobacterium phyllosphaerae
2202825	0.00004	0.00004	species	Methylobacterium durans
39956	0.00004	0.00004	species	Methylobacterium mesophilicum
2897334	0.00004	0.00004	species	Methylorubrum sp. B1-46
2651334	0.00004	0.00004	species	Microvirga thermotolerans
1854057	0.00004	0.00004	species	Mesorhizobium sp. AA22
2744522	0.00004	0.00004	species	Mesorhizobium sp. L-8-3
2493670	0.00004	0.00004	species	Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1
2725666	0.00004	0.00004	species	Mesorhizobium terrae
1867719	0.00004	0.00004	species	Phyllobacterium zundukense
1842539	0.00004	0.00004	species	Bosea sp. RAC05
2015316	0.00004	0.00004	species	Bosea sp. AS-1
1482074	0.00004	0.00004	species	Hartmannibacter diazotrophicus
2304600	0.00004	0.00004	species	Breoghania sp. L-A4
1079	0.00004	0.00004	species	Blastochloris viridis
1750527	0.00004	0.00004	species	Roseomonas sp. S08
504468	0.00004	0.00004	species	Rhodovastum atsumiense
38308	0.00004	0.00004	species	Gluconobacter frateurii
1969806	0.00004	0.00004	species	Acidibrevibacterium fodinaquatile
2594003	0.00004	0.00004	species	Ferrovibrio terrae
171437	0.00004	0.00004	species	Tistrella mobilis
1592790	0.00004	0.00004	species	Sphingobium phenoxybenzoativorans
2676077	0.00004	0.00004	species	Sphingobium sp. CAP-1
2872652	0.00004	0.00004	species	Sphingomonas sp. AK-PDB1-5
1112	0.00004	0.00004	species	Erythrobacter neustonensis
215813	0.00004	0.00004	species	Dinoroseobacter shibae
2883127	0.00004	0.00004	species	Sulfitobacter sp. DSM 110093
74033	0.00004	0.00004	species	Antarctobacter heliothermus
308754	0.00004	0.00004	species	Rhodovulum sp. MB263
1312364	0.00004	0.00004	species	Brevundimonas albigilva
2774189	0.00004	0.00004	species	Brevundimonas pondensis
206403	0.00004	0.00004	species	Sulfurovum lithotrophicum
28035	0.00004	0.00004	species	Staphylococcus lugdunensis
308354	0.00004	0.00004	species	Staphylococcus simiae
1295	0.00004	0.00004	species	Staphylococcus schleiferi
33028	0.00004	0.00004	species	Staphylococcus saccharolyticus
1428	0.00004	0.00004	species	Bacillus thuringiensis
1642	0.00004	0.00004	species	Listeria innocua
28037	0.00004	0.00004	species	Streptococcus mitis
1307	0.00004	0.00004	species	Streptococcus suis
76860	0.00004	0.00004	species	Streptococcus constellatus
1050624	0.00004	0.00004	species	Synechococcus sp. A15-127
1280380	0.00004	0.00004	species	Synechococcus sp. KORDI-100
1442554	0.00004	0.00004	species	Synechococcus sp. MEDNS5
2936507	0.00004	0.00004	species	Synechococcus sp. A10-1-5-1
2789857	0.00004	0.00004	species	Synechococcus sp. CBW1107
59930	0.00004	0.00004	species	Cyanobium gracile
2881428	0.00004	0.00004	species	Parasynechococcus marenigrum
444597	0.00004	0.00004	species	Mycolicibacterium insubricum
1389713	0.00004	0.00004	species	Mycobacterium paragordonae
2213200	0.00004	0.00004	species	Nocardia mangyaensis
2840457	0.00004	0.00004	species	Nocardioides sp. LMS-CY
1586287	0.00004	0.00004	species	Lentzea guizhouensis
52774	0.00004	0.00004	species	Actinomyces slackii
467094	0.00004	0.00004	species	Ilumatobacter coccineus
1670831	0.00004	0.00004	species	Egibacter rhizosphaerae
173480	0.00004	0.00004	species	Gemmatimonas aurantiaca
2545455	0.00004	0.00004	species	Arachidicoccus sp. B3-10
